D33I06	D33I07	D33I08	D33I10	D33J01	D34G04	D34G05	D34G06	D34G07	D34G09	D34G10
LOC113027071	17	34	37	15	16	57	21	13	8	30	0
LOC113027072	16	0	0	8	8	4	9	3	0	0	0
LOC113027073	1352	583	250	1482	2680	3135	3884	294	277	2732	305
LOC113027074	10	0	0	4	6	14	0	6	0	13	0
LOC113027077	52	56	67	36	99	131	120	52	12	74	20
LOC113027078	121	87	99	109	115	147	164	73	9	143	26
LOC113027080	265	242	226	211	286	611	471	338	165	583	176
LOC113027081	80	38	56	68	46	301	57	68	14	108	8
LOC113027083	156	107	228	110	63	271	161	83	6	206	23
LOC113027084	59	78	39	69	234	278	259	20	9	62	4
LOC113027085	433	539	454	224	596	1397	1112	901	201	1480	267
LOC113027086	2329	1454	642	1105	818	1423	492	1317	298	1084	222
LOC113027087	81	56	57	51	99	180	193	20	3	61	7
LOC113027092	49	41	48	69	63	67	41	145	12	86	10
LOC113027093	141	247	145	398	539	1159	972	656	406	1076	297
LOC113027094	103	81	89	87	204	416	357	24	28	141	20
LOC113027095	337	170	318	215	173	1701	541	672	148	568	177
LOC113027098	3194	1834	2856	2171	3384	2733	2568	2610	1919	3185	1366
LOC113027100	63	141	76	159	276	714	1636	1667	1164	2090	1237
LOC113027102	169	126	162	179	120	414	217	267	15	191	63
LOC113027103	81	93	96	88	126	214	229	110	50	165	18
LOC113027105	5	6	7	20	49	41	65	4	0	23	0
LOC113027106	7	16	23	14	17	27	67	8	12	20	7
LOC113027108	188	189	187	221	710	1551	1633	427	180	626	178
LOC113027109	3	0	0	0	0	4	2	0	0	0	0
LOC113027110	48	34	20	80	146	500	490	225	49	270	54
LOC113027112	1092	3372	71	2522	2247	3	4197	5624	7025	6241	5491
LOC113027113	29	16	24	27	47	145	147	80	42	114	85
LOC113027114	21	17	5	23	38	68	76	28	4	78	17
LOC113027117	236	171	274	185	220	633	214	117	43	299	37
LOC113027118	320	298	265	287	150	169	35	85	27	136	37
LOC113027119	720	1291	955	533	225	362	6	97	32	171	89
LOC113027123	88	129	289	87	129	1528	921	976	154	1218	152
LOC113027124	99	13	79	50	50	107	36	35	17	52	19
LOC113027127	4	9	6	13	24	176	60	64	19	45	11
LOC113027129	342	250	226	199	399	513	370	253	65	403	37
LOC113027130	0	0	2	0	0	3	0	1	0	0	0
LOC113027133	128	161	191	101	123	160	233	135	23	217	34
LOC113027134	234	527	120	357	270	125	406	1328	1221	1504	1277
LOC113027135	0	0	0	0	0	0	1	0	0	0	0
LOC113027140	31	68	22	19	53	53	116	10	23	45	16
LOC113027144	4	9	7	12	6	8	40	35	10	36	12
LOC113027146	7	3	16	19	7	13	19	1	6	9	0
LOC113027148	142	144	26	6	33	141	1	2	10	14	0
LOC113027151	50	60	56	73	48	278	227	255	30	188	71
LOC113027154	17	19	8	13	19	130	59	55	9	48	11
LOC113027155	25	0	169	25	21	90	108	120	54	73	82
LOC113027156	0	0	4	6	0	0	6	11	0	0	0
LOC113027157	44	9	11	41	137	86	120	4	5	63	14
LOC113027161	437	556	226	541	689	386	1270	1519	2220	1880	1481
LOC113027162	107	53	38	77	225	337	389	67	41	184	40
LOC113027163	1125	357	381	2513	3932	2353	3474	349	371	3919	351
LOC113027165	215	181	357	221	203	881	433	301	192	478	146
LOC113027166	6	21	29	24	39	41	81	13	13	38	0
LOC113027168	10	9	8	5	7	21	11	31	3	25	9
LOC113027169	50	24	26	42	33	27	15	16	7	28	6
LOC113027174	64	84	50	42	43	187	45	73	13	60	31
LOC113027176	0	0	0	0	0	0	0	0	4	0	0
LOC113027177	0	0	0	0	0	1	3	0	0	0	0
LOC113027178	17	13	19	2	4	32	21	26	0	27	11
LOC113027179	3	0	0	5	4	0	0	26	0	38	0
LOC113027180	0	0	3	0	0	1	2	0	0	0	0
LOC113027181	0	0	0	0	0	0	0	0	0	0	6
LOC113027182	0	0	0	0	0	0	0	0	0	0	0
LOC113027183	0	0	0	0	0	0	0	0	0	0	0
LOC113027186	38	24	39	43	133	413	428	91	25	138	33
LOC113027190	24	0	2	11	20	4	13	4	1	4	0
LOC113027194	9	15	18	13	47	138	87	51	36	124	16
LOC113027201	38	11	16	11	19	162	26	11	10	30	0
LOC113027203	22	0	13	0	9	125	22	13	9	21	10
LOC113027204	4258	3944	4706	2125	3245	5620	2824	3426	2359	5160	1797
LOC113027205	50	16	51	22	54	113	154	19	10	67	4
LOC113027206	3	0	0	0	3	0	0	0	0	0	0
LOC113027207	0	0	0	0	0	2	0	0	0	0	0
LOC113027209	2	0	0	0	0	0	0	0	0	0	0
LOC113027210	0	0	0	0	0	0	0	0	0	0	0
LOC113027211	1	0	0	0	0	0	0	0	0	0	0
LOC113027212	0	0	0	0	6	7	5	1	0	0	0
LOC113027215	175	92	221	71	54	388	86	361	108	285	178
LOC113027217	6	0	58	34	8	27	113	121	123	64	90
LOC113027219	0	0	0	0	0	5	0	0	0	0	0
LOC113027220	0	0	9	0	0	2	0	2	0	0	0
LOC113027221	11	6	2	32	1	52	12	72	1	9	14
LOC113027222	178	38	449	922	85	83	32	35	36	110	17
LOC113027223	126	31	200	46	69	394	43	130	122	128	105
LOC113027224	8	1	5	0	0	0	1	1	0	2	0
LOC113027225	0	0	0	0	0	26	0	0	0	3	7
LOC113027226	11	0	1	6	0	3	0	0	0	0	0
LOC113027227	0	0	0	0	0	0	0	0	0	0	0
LOC113027228	31	11	16	50	12	167	46	70	0	19	20
LOC113027229	91	85	60	74	49	88	112	107	32	115	39
LOC113027231	0	0	0	1	0	0	3	1	0	0	0
LOC113027232	25	12	67	13	7	51	18	22	3	7	13
LOC113027233	0	0	0	0	0	0	0	0	0	0	0
LOC113027234	0	0	0	0	0	0	0	0	0	0	0
LOC113027235	13	4	5	12	3	22	5	7	0	2	0
LOC113027239	2	0	6	2	4	11	25	0	0	0	1
LOC113027240	10	0	0	0	0	0	0	0	0	2	0
LOC113027241	18	0	0	20	1	29	0	28	0	9	8
LOC113027242	0	0	0	0	0	0	0	6	0	2	0
LOC113027245	0	1	1	3	1	7	0	1	5	0	6
LOC113027246	0	0	0	0	0	5	5	4	2	8	3
LOC113027247	0	0	0	0	5	3	1	0	0	1	0
LOC113027248	5	0	0	0	0	2	0	3	0	0	0
LOC113027249	0	0	0	0	0	0	5	1	0	7	0
LOC113027250	2	4	0	8	7	17	2	10	0	11	0
LOC113027251	0	0	0	0	0	0	3	0	0	2	0
LOC113027252	0	0	0	0	0	0	7	0	0	2	0
LOC113027253	0	7	0	1	9	22	9	0	4	7	0
LOC113027254	0	0	0	0	0	0	0	0	0	0	0
LOC113027256	0	0	4	3	10	5	10	2	0	7	0
LOC113027257	7	74	0	35	56	89	153	126	210	118	114
LOC113027258	0	0	0	0	0	0	0	0	0	0	0
LOC113027259	2	18	8	14	9	28	21	29	6	45	15
LOC113027260	23	5	0	5	0	27	0	8	16	0	2
LOC113027262	4	2	0	0	0	6	1	1	0	0	0
LOC113027265	8	0	0	2	1	2	1	2	0	13	0
LOC113027266	0	0	0	0	0	0	0	0	0	0	0
LOC113027267	10	0	28	3	0	0	0	2	0	0	0
LOC113027269	13	19	23	11	117	110	153	4	2	53	6
LOC113027275	0	0	0	0	0	0	0	0	0	0	0
LOC113027277	0	5	1	2	1	0	0	2	5	0	0
LOC113027278	189	116	129	86	137	347	210	160	40	216	40
LOC113027282	46	52	14	50	133	105	84	24	9	74	26
LOC113027288	0	0	0	0	0	0	0	0	0	0	0
LOC113027290	5	0	4	1	5	6	1	2	0	1	0
LOC113027298	0	0	0	0	0	0	0	0	0	0	0
LOC113027300	0	0	0	0	0	0	0	0	0	0	0
LOC113027304	242	164	42	163	304	88	45	19	8	74	35
LOC113027305	0	0	0	0	0	0	0	0	0	0	2
LOC113027307	0	4	0	0	2	1	2	0	0	0	0
LOC113027308	9	3	8	1	15	18	19	1	1	6	7
LOC113027309	24	9	7	16	11	62	13	8	2	28	6
LOC113027310	293	200	388	165	109	270	37	57	22	145	38
LOC113027311	51	30	2	57	4	88	11	25	8	61	9
LOC113027313	0	0	0	0	0	0	0	0	0	0	0
LOC113027315	23	9	15	16	18	24	6	11	11	14	0
LOC113027317	0	0	0	0	0	0	0	1	0	0	0
LOC113027319	4524	3387	1375	2622	6416	789	539	343	70	667	32
LOC113027320	0	0	0	0	5	0	0	0	0	0	0
LOC113027321	0	0	0	0	0	2	1	0	0	1	0
LOC113027322	0	0	0	0	1	1	0	0	0	0	0
LOC113027323	31	8	28	14	1	5	0	4	1	0	0
LOC113027326	0	0	0	0	3	1	2	0	0	5	0
LOC113027328	6	0	0	2	1	3	2	0	0	2	0
LOC113027330	0	0	0	0	0	7	0	0	0	0	0
LOC113027331	0	0	2	6	0	3	28	2	4	7	0
LOC113027332	0	0	0	0	3	0	1	2	0	2	0
LOC113027333	0	0	0	0	0	0	0	0	0	0	0
LOC113027334	0	0	0	0	0	0	0	0	0	0	0
LOC113027335	5	12	2	7	1	78	10	0	0	15	7
LOC113027337	0	0	0	0	0	0	0	0	0	0	0
LOC113027338	8	0	20	6	0	5	1	33	9	0	0
LOC113027339	0	1	3	26	0	0	1	0	0	2	1
LOC113027340	3	0	9	0	0	3	0	0	0	0	3
LOC113027342	0	0	0	0	0	0	0	0	0	0	0
LOC113027343	0	0	0	0	0	0	4	4	0	0	0
LOC113027344	222	159	103	132	36	13115	4290	4505	1123	2682	1071
LOC113027345	0	1	0	2	0	121	211	32	23	39	32
LOC113027346	225	214	133	145	130	140	74	124	102	119	41
LOC113027347	0	0	0	0	0	0	0	0	0	0	0
LOC113027348	5	13	0	20	24	21	70	60	146	161	85
LOC113027350	0	3	0	0	0	2	0	2	0	0	3
LOC113027352	0	0	0	0	0	0	0	0	0	0	0
LOC113027353	0	8	9	5	31	14	26	15	0	4	5
LOC113027354	21	6	18	26	11	27	30	12	7	17	23
LOC113027355	47	39	12	20	2	4563	747	1160	427	1693	128
LOC113027356	112	68	114	43	52	94	55	16	20	62	4
LOC113027357	3	0	1	3	5	1	0	0	0	2	0
LOC113027361	9	6	12	0	6	0	2	0	0	0	0
LOC113027364	17	27	31	7	1	2	4	4	0	24	0
LOC113027365	2	0	0	1	1	77	6	0	8	28	13
LOC113027366	36	45	13	14	29	4	65	36	16	4	4
LOC113027367	81	54	20	114	179	108	381	263	112	243	169
LOC113027368	9	18	18	8	39	15	16	4	0	1	0
LOC113027369	50	22	30	29	27	135	51	76	19	155	0
LOC113027370	583	671	169	336	276	3129	336	758	119	260	139
LOC113027371	136	81	29	135	451	1762	671	19	16	173	17
LOC113027372	0	0	0	0	0	1	0	2	0	1	0
LOC113027373	0	0	0	0	0	0	0	0	0	0	0
LOC113027374	0	0	0	0	1	1	3	0	0	0	0
LOC113027378	0	0	0	0	2	0	2	0	0	0	0
LOC113027379	0	0	0	0	0	0	0	0	0	0	0
LOC113027380	0	0	0	0	0	0	0	0	0	0	0
LOC113027381	0	0	0	0	0	0	0	0	0	0	0
LOC113027382	0	0	0	0	3	0	0	0	0	0	0
LOC113027383	648	522	817	612	1151	2327	1456	830	890	938	654
LOC113027384	0	0	0	0	0	0	0	0	0	0	0
LOC113027386	0	0	0	0	2	0	5	0	0	0	0
LOC113027389	443	309	561	214	95	2108	971	2935	254	2243	694
LOC113027391	4	0	0	0	0	4	0	2	0	0	0
LOC113027392	446	245	125	472	783	508	552	265	193	595	74
LOC113027400	33	2	38	16	9	21	13	5	4	3	0
LOC113027401	0	0	1	4	0	0	3	0	0	0	0
LOC113027402	3	22	21	33	36	504	215	60	21	154	31
LOC113027404	3	0	6	0	0	0	0	0	0	2	0
LOC113027405	62	54	168	77	7	179	20	10	0	22	0
LOC113027407	0	0	0	0	0	0	4	0	0	0	0
LOC113027409	23	26	1	1	33	213	79	0	3	19	2
LOC113027411	0	0	0	0	1	0	5	0	0	7	2
LOC113027414	0	0	0	0	0	1	1	0	0	0	0
LOC113027415	1	0	8	0	1	53	1	9	1	2	3
LOC113027416	0	5	3	0	10	16	13	1	0	2	0
LOC113027419	0	0	0	0	0	0	0	0	0	0	0
LOC113027421	6	0	4	16	3	0	0	20	0	0	0
LOC113027422	0	2	0	0	0	0	0	0	0	0	0
LOC113027423	0	0	0	0	0	0	0	0	0	0	0
LOC113027424	0	0	0	0	0	0	0	0	0	0	0
LOC113027430	0	5	0	14	4	0	0	9	19	2	11
LOC113027437	0	0	0	0	0	0	0	1	0	2	0
LOC113027438	0	0	0	0	0	0	0	0	0	0	0
LOC113027441	3	0	0	0	0	6	1	0	0	0	0
LOC113027444	15	25	57	32	5	94	26	82	0	19	5
LOC113027446	696	352	1173	539	426	3325	406	1287	641	1031	704
LOC113027447	0	0	13	4	2	1	6	5	0	4	0
LOC113027450	5	3	8	0	2	3	5	0	5	6	0
LOC113027452	53	22	108	49	12	62	34	26	3	8	7
LOC113027453	164	138	69	85	193	217	134	132	15	145	38
LOC113027454	0	0	0	2	0	0	1	0	0	0	0
LOC113027455	0	0	2	4	0	5	11	7	3	0	15
LOC113027456	71	0	0	0	0	0	0	0	0	0	0
LOC113027457	0	0	0	4	2	2	0	0	0	0	0
LOC113027460	0	0	0	0	0	0	0	0	0	0	0
LOC113027462	152	33	1	72	82	269	282	28	16	105	14
LOC113027463	0	0	0	0	0	0	0	0	0	0	0
LOC113027465	4	69	131	44	18	57	3	9	2	17	0
LOC113027466	0	0	0	1	5	0	2	9	35	16	0
LOC113027467	50	120	28	129	68	95	55	20	11	59	19
LOC113027469	36	62	25	28	108	117	127	6	8	27	18
LOC113027472	130	142	295	86	193	737	377	360	230	867	135
LOC113027473	2	2	0	2	4	4	12	2	0	5	0
LOC113027474	825	697	429	556	670	600	547	450	276	537	211
LOC113027476	1923	262	1194	461	216	11661	685	9157	2034	5590	5274
LOC113027477	0	1	0	0	0	0	0	0	0	0	0
LOC113027478	5	0	0	1	1	0	2	0	0	0	0
LOC113027479	0	0	0	4	1	0	1	0	0	0	0
LOC113027480	41	27	11	20	75	78	105	17	2	35	3
LOC113027482	106	59	14	53	243	192	237	13	0	109	0
LOC113027483	7	3	0	5	0	11	5	0	0	0	0
LOC113027484	0	0	0	0	0	0	0	0	0	0	0
LOC113027485	592	1605	2	897	343	0	970	1291	111	755	138
LOC113027487	0	0	0	0	0	0	0	0	0	0	0
LOC113027488	2701	1097	2989	2853	1146	1060	634	1908	807	1415	342
LOC113027493	44	44	23	24	66	39	44	39	12	35	21
LOC113027495	0	0	0	0	0	0	0	0	0	0	0
LOC113027496	14	0	0	0	0	0	0	0	0	0	0
LOC113027497	0	0	0	0	0	0	0	0	0	2	0
LOC113027498	0	1	0	0	0	0	0	0	0	0	0
LOC113027499	0	0	0	0	0	0	1	0	0	0	0
LOC113027500	0	0	0	0	0	0	0	0	0	0	0
LOC113027503	61706	47802	50616	18413	29815	47188	14230	11408	13167	27737	8903
LOC113027513	299	299	598	471	670	2124	961	795	852	1019	559
LOC113027576	10	18	65	26	41	166	136	83	20	183	20
LOC113027578	7	2	18	13	7	32	30	37	1	24	2
LOC113027579	23	189	12	73	358	655	539	22	0	185	0
LOC113027580	0	0	4	5	28	27	57	8	7	14	17
LOC113027581	2742	1024	114	2152	3407	1653	567	849	235	921	290
LOC113027582	28	14	37	36	9	226	57	146	8	129	17
LOC113027587	37	40	68	29	30	160	90	64	35	104	40
LOC113027589	36	4	7	12	29	19	95	3	0	11	0
LOC113027590	11	3	2	15	1	0	11	12	18	4	6
LOC113027591	20	14	24	12	6	64	83	60	7	111	16
LOC113027594	74	79	124	165	233	622	593	396	320	524	273
LOC113027596	3	9	8	11	23	72	81	21	8	23	5
LOC113027597	39	56	91	55	96	705	511	191	85	482	62
LOC113027599	17	19	38	17	50	129	144	97	30	140	24
LOC113027601	180	183	196	73	93	566	261	286	28	403	99
LOC113027602	159	380	145	68	212	503	426	293	157	798	117
LOC113027606	0	0	0	0	0	8	3	1	1	1	0
LOC113027608	18	2	8	10	36	42	67	5	0	11	5
LOC113027609	12	1	25	2	28	91	113	33	5	60	3
LOC113027611	0	11	1	1	11	12	7	1	4	3	0
LOC113027613	140	56	62	62	65	383	164	173	27	124	96
LOC113027614	18	7	17	12	31	301	74	44	16	78	17
LOC113027615	86	85	93	91	57	582	206	181	34	219	94
LOC113027616	5	2	8	1	7	8	4	4	0	0	0
LOC113027618	59	59	125	54	110	437	398	172	25	338	61
LOC113027619	100	41	98	87	238	365	341	65	58	121	54
LOC113027620	234	185	205	211	222	196	85	97	100	284	66
LOC113027621	21	50	24	36	55	238	186	103	66	103	61
LOC113027622	153	73	136	81	72	1807	221	425	107	516	218
LOC113027626	41	46	38	47	75	137	60	31	6	54	33
LOC113027627	0	0	0	0	4	0	2	0	0	3	0
LOC113027629	9	0	6	4	4	12	7	4	0	0	0
LOC113027630	0	2	14	2	3	1	0	1	0	6	0
LOC113027632	0	0	0	0	0	7	0	0	0	2	0
LOC113027634	5	1	12	3	12	16	31	14	0	46	0
LOC113027635	322	102	319	165	190	2374	391	820	310	1015	265
LOC113027637	0	0	0	0	0	0	0	0	0	0	0
LOC113027638	1	0	5	0	0	14	13	5	0	14	0
LOC113027642	2	0	4	12	0	15	20	29	0	11	0
LOC113027643	322	212	281	125	131	210	130	125	58	193	30
LOC113027645	0	0	0	4	0	10	3	3	4	10	3
LOC113027646	0	3	0	0	13	7	27	0	0	16	0
LOC113027647	531	300	650	664	408	2666	1080	1502	371	1141	609
LOC113027648	31	39	52	46	92	138	146	33	15	100	27
LOC113027651	7	6	24	12	3	33	2	2	0	8	0
LOC113027652	83	39	31	21	13	123	46	51	19	136	5
LOC113027654	10	5	8	3	6	47	20	8	0	29	15
LOC113027658	14	3	37	26	6	190	69	38	5	77	2
LOC113027659	24	4	21	12	41	63	56	22	8	23	9
LOC113027660	272	284	279	156	186	209	125	92	61	212	81
LOC113027662	378	338	797	392	584	992	635	677	433	767	218
LOC113027663	2	2	0	12	0	4	0	8	0	2	0
LOC113027664	108	50	143	107	131	1515	674	429	118	591	115
LOC113027667	10	4	23	6	1	39	4	3	0	1	0
LOC113027673	0	0	0	0	0	0	0	0	0	0	0
LOC113027674	0	0	0	0	0	0	0	0	0	0	0
LOC113027676	128	105	311	88	177	1148	762	514	156	890	224
LOC113027680	203	127	116	132	248	443	257	19	23	88	11
LOC113027681	697	463	396	747	1246	1051	1320	1001	1109	1964	569
LOC113027683	866	804	786	593	979	2261	1056	1099	387	1466	549
LOC113027687	13	9	65	34	40	84	98	32	4	66	13
LOC113027688	0	2	0	2	0	0	2	1	0	0	2
LOC113027691	118	78	110	117	177	603	603	360	194	515	213
LOC113027692	2970	2682	2790	1872	3586	4754	3304	1833	408	2552	559
LOC113027693	405	230	273	497	509	908	846	297	77	582	94
LOC113027694	134	58	60	43	41	136	99	65	4	51	8
LOC113027695	260	218	241	356	272	447	316	502	122	288	168
LOC113027696	31	13	9	49	42	41	50	72	55	61	83
LOC113027697	26	43	9	29	96	248	335	51	7	148	17
LOC113027698	5	22	22	19	41	145	148	35	17	87	26
LOC113027699	466	329	427	413	589	1603	1103	647	211	966	163
LOC113027700	3	1	6	2	1	5	8	40	19	40	8
LOC113027701	0	0	0	6	0	0	0	0	0	0	0
LOC113027702	328	189	66	235	961	1101	571	125	58	347	29
LOC113027703	32	11	1	7	87	84	67	20	2	6	0
LOC113027706	76	103	115	158	51	263	170	318	18	235	51
LOC113027707	629	751	1617	449	468	2280	797	1133	561	2555	293
LOC113027709	582	9	1916	723	177	92	541	351	72	94	204
LOC113027712	36	74	53	46	104	222	203	92	50	154	33
LOC113027714	40	41	10	41	178	184	374	3	12	76	6
LOC113027715	101	82	127	134	211	795	457	407	129	445	145
LOC113027717	311	223	330	152	242	502	303	192	105	317	114
LOC113027718	134	76	97	35	91	199	107	79	32	116	34
LOC113027719	389	476	397	270	287	559	390	530	116	540	165
LOC113027722	32	29	11	11	39	166	77	65	3	80	1
LOC113027723	221	137	113	270	398	509	294	183	36	276	56
LOC113027724	29	49	45	35	74	593	124	201	18	107	72
LOC113027732	40	28	31	39	14	115	43	18	15	71	17
LOC113027733	150	280	327	250	484	834	649	276	220	615	162
LOC113027734	12	6	6	0	39	39	43	15	0	19	23
LOC113027736	0	1	0	0	0	5	1	0	0	0	0
LOC113027737	97	57	62	72	160	259	260	35	6	102	6
LOC113027739	107	125	84	145	119	169	138	97	49	138	63
LOC113027740	6	4	0	7	0	2	3	4	0	6	12
LOC113027743	92	14	36	50	53	157	191	148	64	238	45
LOC113027744	8	9	6	6	6	17	26	23	11	49	3
LOC113027746	410	386	378	258	271	1367	1335	1419	348	1588	429
LOC113027747	6	112	26	26	155	175	371	22	0	31	1
LOC113027748	24	72	64	64	470	835	906	60	35	302	33
LOC113027749	0	0	0	0	0	0	0	0	0	0	0
LOC113027755	177	143	70	90	320	699	845	245	170	391	213
LOC113027757	2	18	8	39	25	125	38	6	4	52	6
LOC113027760	2	5	1	10	9	3	3	0	0	6	0
LOC113027773	8	14	0	8	48	94	185	11	12	49	3
LOC113027774	334	279	121	274	1083	1314	1479	78	7	334	21
LOC113027775	0	0	13	13	15	23	33	12	13	14	11
LOC113027779	0	0	2	2	0	3	9	0	0	0	0
LOC113027780	28	42	24	36	61	99	101	16	9	67	6
LOC113027786	39	11	31	16	43	191	94	86	13	229	12
LOC113027789	16445	10300	9979	9466	9249	11423	5307	8635	5491	9347	4298
LOC113027793	110	37	540	426	64	146	357	521	323	214	215
LOC113027796	3832	25063	168	25828	7223	13	9670	17079	10190	16057	28154
LOC113027798	479	235	75	215	821	120	52	19	5	93	12
LOC113027799	322	172	552	720	246	416	285	621	289	510	224
LOC113027800	0	1	0	0	0	0	0	0	0	0	0
LOC113027802	42	17	10	32	10	28	23	10	1	12	2
LOC113027803	443	272	78	535	1216	596	587	90	65	660	40
LOC113027804	30	31	30	25	16	173	39	60	13	99	82
LOC113027805	1523	1306	3125	444	439	1605	1295	3190	768	6515	345
LOC113027806	255	169	75	122	660	732	305	31	11	109	26
LOC113027808	73	60	8	60	44	18	24	13	21	36	5
LOC113027811	42	3	19	9	12	25	5	3	1	15	0
LOC113027812	183	93	47	123	675	487	816	35	10	189	6
LOC113027813	104	194	57	199	113	268	63	213	18	56	22
LOC113027814	90	163	89	72	72	122	112	96	58	113	57
LOC113027815	0	0	0	0	0	0	0	0	0	0	0
LOC113027816	7	9	4	1	1	4	1	0	2	6	0
LOC113027817	0	0	19	0	3	101	50	25	3	12	9
LOC113027819	125	170	143	133	146	131	94	21	21	94	31
LOC113027821	5	0	4	9	9	12	8	4	0	3	0
LOC113027822	0	0	0	0	0	0	0	0	0	0	0
LOC113027823	0	0	0	0	0	0	0	0	0	0	0
LOC113027824	4	0	6	7	3	16	13	4	0	1	0
LOC113027825	0	0	0	0	0	0	3	0	0	0	0
LOC113027826	0	6	5	0	0	7	6	0	0	1	0
LOC113027827	64	26	71	75	43	92	38	59	1	75	6
LOC113027830	0	0	0	1	0	1	0	0	0	1	0
LOC113027831	0	0	0	0	0	0	0	0	0	0	0
LOC113027832	10	0	6	1	1	87	4	35	0	12	3
LOC113027833	51	21	92	18	15	82	69	30	5	43	7
LOC113027834	60	42	55	49	87	245	187	109	102	249	17
LOC113027835	0	0	0	0	0	0	0	0	0	0	0
LOC113027837	0	0	0	0	0	0	0	0	0	0	0
LOC113027839	31	7	200	49	8	398	817	724	519	224	387
LOC113027840	0	0	0	0	0	16	5	1	0	3	0
LOC113027841	2	3	0	13	4	110	8	18	0	9	0
LOC113027842	0	0	0	1	1	0	8	0	0	0	0
LOC113027843	0	0	0	0	0	1	0	0	0	1	0
LOC113027845	0	0	0	4	0	7	2	0	0	2	0
LOC113027846	13	40	20	16	14	50	4	26	8	17	8
LOC113027847	486	135	29	254	420	169	69	19	3	66	0
LOC113027848	13	0	0	4	3	12	22	27	1	8	3
LOC113027849	3	19	0	4	17	23	9	20	0	10	3
LOC113027851	0	0	0	1	0	0	3	0	4	0	0
LOC113027852	110	2	137	79	38	54	60	519	57	51	39
LOC113027853	86	3	120	162	53	8	0	86	0	0	10
LOC113027854	46	105	22	55	12	151	29	58	0	27	2
LOC113027856	0	0	0	0	0	2	3	1	2	4	0
LOC113027858	0	10	5	3	18	6	6	5	2	2	0
LOC113027862	722	233	43	659	860	372	353	48	41	372	28
LOC113027863	33	12	0	12	7	0	80	32	20	47	0
LOC113027868	0	0	0	0	0	4	0	0	0	0	0
LOC113027871	0	0	0	0	0	0	0	0	0	2	0
LOC113027873	0	0	0	0	0	0	0	0	0	0	0
LOC113027876	4	0	1	0	0	15	0	3	0	0	0
LOC113027879	17	23	91	50	28	263	51	55	20	69	44
LOC113027880	0	0	0	0	0	8	1	0	0	0	0
LOC113027882	5	0	40	52	4	0	0	44	4	2	7
LOC113027883	0	0	0	0	0	0	0	0	0	0	0
LOC113027884	0	0	0	0	0	6	3	0	10	1	2
LOC113027886	0	0	6	0	0	0	8	0	0	0	0
LOC113027887	0	0	0	0	0	0	0	1	0	0	0
LOC113027889	1	4	0	4	0	2	1	3	0	0	0
LOC113027890	0	0	0	0	0	0	0	0	0	3	0
LOC113027892	0	0	0	0	0	0	0	0	0	0	0
LOC113027898	18	3	10	17	9	40	5	9	0	8	0
LOC113027902	167	153	60	171	236	1095	899	159	129	407	146
LOC113027903	34	7	24	4	7	52	9	12	1	11	2
LOC113027904	8	2	12	1	0	15	0	1	0	4	2
LOC113027907	198	226	314	273	321	448	389	460	495	540	280
LOC113027912	62	24	54	70	70	575	125	77	74	107	90
LOC113027916	89	53	174	71	103	294	314	291	294	374	169
LOC113027917	15	12	42	26	49	198	177	57	26	153	39
LOC113027919	8	36	35	17	3	496	454	55	15	62	2
LOC113027920	62	56	56	45	88	222	132	39	17	26	47
LOC113027921	12	41	6	21	57	37	63	40	25	45	28
LOC113027922	14	0	16	6	24	33	12	11	0	7	0
LOC113027924	12	4	44	29	4	32	157	187	135	51	45
LOC113027925	21	37	17	9	120	394	201	15	4	84	5
LOC113027928	23	3	18	16	45	0	5	4	0	0	4
LOC113027929	347	349	520	279	507	1594	784	366	220	741	200
LOC113027930	17	8	33	20	9	27	2	9	0	8	5
LOC113027932	110	184	304	208	326	1329	996	335	235	577	180
LOC113027933	24	6	28	12	95	194	148	7	6	38	8
LOC113027934	20	53	61	88	176	525	538	226	170	416	130
LOC113027936	0	0	0	0	0	6	0	0	0	0	0
LOC113027937	8	0	0	3	0	2	2	1	0	0	4
LOC113027938	344	164	376	215	186	2151	418	897	120	1312	186
LOC113027939	5	23	9	60	227	718	577	138	46	207	24
LOC113027941	388	225	177	193	1011	835	730	17	17	344	61
LOC113027943	0	0	3	0	1	0	0	0	0	0	16
LOC113027944	0	0	0	0	0	0	0	0	0	0	0
LOC113027945	0	2	0	3	27	39	37	0	5	10	1
LOC113027947	134	247	134	163	274	562	473	265	108	254	133
LOC113027950	67	37	212	92	238	280	154	26	22	113	37
LOC113027951	0	4	18	1	3	8	3	0	0	0	0
LOC113027953	26	25	2	19	85	248	383	27	16	121	34
LOC113027954	0	0	0	0	0	0	0	0	0	0	0
LOC113027956	0	3	21	9	6	21	18	1	6	2	0
LOC113027957	134	77	133	68	200	619	390	80	57	105	64
LOC113027958	23	13	13	16	45	193	125	107	51	223	68
LOC113027959	2	3	15	9	27	80	53	7	5	41	0
LOC113027960	0	0	0	0	1	1	9	0	3	0	0
LOC113027962	9	6	38	20	72	359	320	136	57	301	81
LOC113027964	0	0	0	0	0	0	0	0	0	2	0
LOC113027966	58	25	10	36	97	248	239	163	43	159	58
LOC113027968	0	0	0	0	0	0	1	0	0	3	0
LOC113027969	10	11	13	16	70	222	182	40	12	125	33
LOC113027971	73	40	82	47	59	81	118	68	50	139	33
LOC113027973	313	148	349	489	229	543	185	183	75	202	100
LOC113027977	277	197	131	163	300	457	326	88	13	283	9
